learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,56200,562,1686,-154.0752251645416,0.6559139784946236,0.6559139784946236
0.01,2,4,56200,562,1686,-153.96920592781888,0.6559139784946236,0.6559139784946236
0.01,2,9,56200,562,1124,-154.491154433971,0.6559139784946236,0.6559139784946236
0.01,2,18,56200,562,1686,-149.28508510782228,0.6559139784946236,0.6559139784946236
0.01,2,36,56200,562,1124,-153.7495429745114,0.6559139784946236,0.6559139784946236
0.01,4,2,56200,562,1686,-152.99077855804785,0.6559139784946236,0.6559139784946236
0.01,4,4,56200,562,1686,-153.51756903588003,0.6559139784946236,0.6559139784946236
0.01,4,9,56200,562,1686,-150.87995106399117,0.6559139784946236,0.6559139784946236
0.01,4,18,56200,562,1686,-151.40694507327285,0.6559139784946236,0.6559139784946236
0.01,4,36,56200,562,1124,-143.57783597608358,0.6559139784946236,0.6559139784946236
0.01,9,2,56200,562,1686,-151.98966492672204,0.6559139784946236,0.6559139784946236
0.01,9,4,56200,562,1686,-151.782816502959,0.6559139784946236,0.6559139784946236
0.01,9,9,56200,562,1124,-151.85821548264374,0.6559139784946236,0.6559139784946236
0.01,9,18,56200,562,1686,-142.65662422481208,0.6559139784946236,0.6559139784946236
0.01,9,36,56200,562,1124,-157.98556089937577,0.6559139784946236,0.6559139784946236
0.01,18,2,56200,562,1686,-153.84090298450934,0.6559139784946236,0.6559139784946236
0.01,18,4,56200,562,1124,-152.41856351212098,0.6559139784946236,0.6559139784946236
0.01,18,9,56200,562,1686,-152.64898259526575,0.6559139784946236,0.6559139784946236
0.01,18,18,56200,562,1124,-154.335703000575,0.6559139784946236,0.6559139784946236
0.01,18,36,56200,562,1124,-139.70930494177938,0.6559139784946236,0.6559139784946236
0.01,36,2,56200,562,1686,-153.85354427777506,0.6559139784946236,0.6559139784946236
0.01,36,4,56200,562,1124,-151.4822450210326,0.6559139784946236,0.6559139784946236
0.01,36,9,56200,562,2248,-153.15877044319788,0.6559139784946236,0.6559139784946236
0.01,36,18,56200,562,1686,-151.22256396922876,0.6559139784946236,0.6559139784946236
0.01,36,36,56200,562,1686,-149.73795346592337,0.6559139784946236,0.6559139784946236
0.1,2,2,56200,562,1124,-154.24784238168544,0.6559139784946236,0.6559139784946236
0.1,2,4,56200,562,3372,-262.8145278669533,0.956989247311828,0.6559139784946236
0.1,2,9,56200,562,2810,-263.68101177425814,0.96415770609319,0.6559139784946236
0.1,2,18,56200,562,3372,-263.84224469352716,0.9605734767025089,0.6559139784946236
0.1,2,36,56200,562,2248,-260.64821719940926,0.967741935483871,0.6559139784946236
0.1,4,2,56200,562,2810,-260.68707278957163,0.9605734767025089,0.6559139784946236
0.1,4,4,56200,562,2810,-263.8027618018809,0.96415770609319,0.6559139784946236
0.1,4,9,56200,562,2248,-262.7005261401579,0.956989247311828,0.6559139784946236
0.1,4,18,56200,562,2810,-261.33148200742835,0.96415770609319,0.6559139784946236
0.1,4,36,56200,562,2810,-263.33544259457636,0.956989247311828,0.6559139784946236
0.1,9,2,56200,562,3372,-262.33952990835706,0.9605734767025089,0.6559139784946236
0.1,9,4,56200,562,2810,-263.62595170581113,0.956989247311828,0.6559139784946236
0.1,9,9,56200,562,2248,-263.240135108057,0.9605734767025089,0.6559139784946236
0.1,9,18,56200,562,2248,-264.19382261272966,0.956989247311828,0.6559139784946236
0.1,9,36,56200,562,2248,-263.63025586223426,0.956989247311828,0.6559139784946236
0.1,18,2,56200,562,2810,-264.23362001959515,0.96415770609319,0.6559139784946236
0.1,18,4,56200,562,2810,-263.8240519412233,0.956989247311828,0.6559139784946236
0.1,18,9,56200,562,2248,-264.6228481135914,0.9605734767025089,0.6559139784946236
0.1,18,18,56200,562,2248,-263.25006074123644,0.9605734767025089,0.6559139784946236
0.1,18,36,56200,562,1686,-262.35753202675323,0.9605734767025089,0.6559139784946236
0.1,36,2,56200,562,2810,-263.81021855118723,0.96415770609319,0.6559139784946236
0.1,36,4,56200,562,2248,-259.95916485789263,0.96415770609319,0.6559139784946236
0.1,36,9,56200,562,2248,-263.3803618187852,0.96415770609319,0.6559139784946236
0.1,36,18,56200,562,2248,-264.5846948132111,0.9605734767025089,0.6559139784946236
0.1,36,36,56200,562,2248,-264.3811448487199,0.9605734767025089,0.6559139784946236
