learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,55800,558,1116,-154.22925432311678,0.6548042704626335,0.6548042704626335
0.01,2,4,55800,558,1674,-153.8803091959503,0.6548042704626335,0.6548042704626335
0.01,2,9,55800,558,1674,-153.5298342280575,0.6548042704626335,0.6548042704626335
0.01,2,18,55800,558,1116,-148.78749575644193,0.6548042704626335,0.6548042704626335
0.01,2,36,55800,558,1116,-152.95595754633862,0.6548042704626335,0.6548042704626335
0.01,4,2,55800,558,1674,-154.89991827455347,0.6548042704626335,0.6548042704626335
0.01,4,4,55800,558,1674,-154.7190569713782,0.6548042704626335,0.6548042704626335
0.01,4,9,55800,558,1116,-153.22174760229848,0.6548042704626335,0.6548042704626335
0.01,4,18,55800,558,1116,-153.9485171516602,0.6548042704626335,0.6548042704626335
0.01,4,36,55800,558,1116,-147.70574209199236,0.6548042704626335,0.6548042704626335
0.01,9,2,55800,558,1674,-154.27905444622857,0.6548042704626335,0.6548042704626335
0.01,9,4,55800,558,1674,-153.9027664008899,0.6548042704626335,0.6548042704626335
0.01,9,9,55800,558,1116,-156.62879867121197,0.6548042704626335,0.6548042704626335
0.01,9,18,55800,558,1116,-149.2378287464306,0.6548042704626335,0.6548042704626335
0.01,9,36,55800,558,1116,-140.46678821956147,0.34519572953736655,0.6548042704626335
0.01,18,2,55800,558,2232,-152.63922752247788,0.6548042704626335,0.6548042704626335
0.01,18,4,55800,558,1674,-153.42124383138577,0.6548042704626335,0.6548042704626335
0.01,18,9,55800,558,1116,-151.77441782805607,0.6548042704626335,0.6548042704626335
0.01,18,18,55800,558,1116,-145.91152718510847,0.6548042704626335,0.6548042704626335
0.01,18,36,55800,558,1116,-145.64029231188564,0.6548042704626335,0.6548042704626335
0.01,36,2,55800,558,1116,-151.76745308946155,0.6548042704626335,0.6548042704626335
0.01,36,4,55800,558,1116,-150.17042395080497,0.6548042704626335,0.6548042704626335
0.01,36,9,55800,558,1116,-154.57646542759522,0.6548042704626335,0.6548042704626335
0.01,36,18,55800,558,1116,-150.29698692660878,0.6548042704626335,0.6548042704626335
0.01,36,36,55800,558,1116,-151.86661030853628,0.6548042704626335,0.6548042704626335
0.1,2,2,55800,558,1116,-150.45328102382692,0.6548042704626335,0.6548042704626335
0.1,2,4,55800,558,2790,-263.8169207429667,0.9644128113879004,0.6548042704626335
0.1,2,9,55800,558,2790,-264.7635390810955,0.9679715302491103,0.6548042704626335
0.1,2,18,55800,558,2790,-262.7046775872126,0.9644128113879004,0.6548042704626335
0.1,2,36,55800,558,2790,-250.19019366185447,0.9644128113879004,0.6548042704626335
0.1,4,2,55800,558,2790,-263.9690189427867,0.9644128113879004,0.6548042704626335
0.1,4,4,55800,558,2790,-264.80286665987234,0.9679715302491103,0.6548042704626335
0.1,4,9,55800,558,2790,-267.37441039045666,0.9715302491103203,0.6548042704626335
0.1,4,18,55800,558,2232,-264.4005576438353,0.9644128113879004,0.6548042704626335
0.1,4,36,55800,558,2232,-260.01832655944435,0.9679715302491103,0.6548042704626335
0.1,9,2,55800,558,2790,-264.06027994229424,0.9679715302491103,0.6548042704626335
0.1,9,4,55800,558,2790,-264.1799965897253,0.9679715302491103,0.6548042704626335
0.1,9,9,55800,558,2232,-265.40695903906874,0.9715302491103203,0.6548042704626335
0.1,9,18,55800,558,2232,-263.10721894309216,0.9715302491103203,0.6548042704626335
0.1,9,36,55800,558,2232,-264.279646046754,0.9679715302491103,0.6548042704626335
0.1,18,2,55800,558,2790,-265.3873183440297,0.9715302491103203,0.6548042704626335
0.1,18,4,55800,558,2790,-266.72155985820666,0.9750889679715302,0.6548042704626335
0.1,18,9,55800,558,2232,-264.78561685013767,0.9715302491103203,0.6548042704626335
0.1,18,18,55800,558,2232,-266.2130498022142,0.9750889679715302,0.6548042704626335
0.1,18,36,55800,558,2232,-267.1701027545199,0.9715302491103203,0.6548042704626335
0.1,36,2,55800,558,2790,-265.16257671517405,0.9715302491103203,0.6548042704626335
0.1,36,4,55800,558,2790,-264.65255799299405,0.9715302491103203,0.6548042704626335
0.1,36,9,55800,558,2232,-265.29206681444657,0.9786476868327402,0.6548042704626335
0.1,36,18,55800,558,2232,-266.76614851305783,0.9715302491103203,0.6548042704626335
0.1,36,36,55800,558,2232,-266.05738258780343,0.9715302491103203,0.6548042704626335
