learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41200,412,1648,1.6151656789404805,,1.5885647576918493
0.001,6,13,41200,412,1236,1.6094182369198968,,1.5885647576918493
0.001,6,27,41200,412,824,1.61414566979413,,1.5885647576918493
0.001,6,54,41200,412,824,1.6450363651219069,,1.5885647576918493
0.001,13,6,41200,412,1648,1.61507011133738,,1.5885647576918493
0.001,13,13,41200,412,1236,1.6146849528696925,,1.5885647576918493
0.001,13,27,41200,412,824,1.620871442286635,,1.5885647576918493
0.001,13,54,41200,412,824,1.6182043860813056,,1.5885647576918493
0.001,27,6,41200,412,1648,1.6109827798232352,,1.5885647576918493
0.001,27,13,41200,412,1236,1.612938643834828,,1.5885647576918493
0.001,27,27,41200,412,824,1.6203830304591338,,1.5885647576918493
0.001,27,54,41200,412,1236,1.6158397403720435,,1.5885647576918493
0.001,54,6,41200,412,1648,1.6126274019382278,,1.5885647576918493
0.001,54,13,41200,412,1236,1.617108166721307,,1.5885647576918493
0.001,54,27,41200,412,824,1.6080408994331465,,1.5885647576918493
0.001,54,54,41200,412,824,1.6094071995505321,,1.5885647576918493
